0xffff0000,-65536,1489,0
0xffff0001,-65535,0,0
0xffff0002,-65534,0,1
0xffff0003,-65533,0,2
0xffff0004,-65532,0,3
0xffff0005,-65531,0,4
0xffff0006,-65530,0,5
0xffff0007,-65529,0,6
0xffff0008,-65528,0,7
0xffff0009,-65527,0,8
0xffff000a,-65526,0,9
0xffff000b,-65525,0,10
0xffff000c,-65524,1,0
0xffff000d,-65523,1,1
0xffff000e,-65522,1,2
0xffff000f,-65521,1,3
0xffff0010,-65520,1,4
0xffff0011,-65519,1,5
0xffff0012,-65518,1,6
0xffff0013,-65517,1,7
0xffff0014,-65516,1,8
0xffff0015,-65515,1,9
0xffff0016,-65514,1,10
0xffff0017,-65513,2,0
0xffff0018,-65512,2,1
0xffff0019,-65511,2,2
0xffff001a,-65510,2,3
0xffff001b,-65509,2,4
0xffff001c,-65508,2,5
0xffff001d,-65507,2,6
0xffff001e,-65506,2,7
0xffff001f,-65505,2,8
0xffff0020,-65504,2,9
0xffff0021,-65503,2,10
0xffff0022,-65502,3,0
0xffff0023,-65501,3,1
0xffff0024,-65500,3,2
0xffff0025,-65499,3,3
0xffff0026,-65498,3,4
0xffff0027,-65497,3,5
0xffff0028,-65496,3,6
0xffff0029,-65495,3,7
0xffff002a,-65494,3,8
0xffff002b,-65493,3,9
0xffff002c,-65492,3,10
0xffff002d,-65491,4,0
0xffff002e,-65490,4,1
0xffff002f,-65489,4,2
0xffff0030,-65488,4,3
0xffff0031,-65487,4,4
0xffff0032,-65486,4,5
0xffff0033,-65485,4,6
0xffff0034,-65484,4,7
0xffff0035,-65483,4,8
0xffff0036,-65482,4,9
0xffff0037,-65481,4,10
0xffff0038,-65480,5,0
0xffff0039,-65479,5,1
0xffff003a,-65478,5,2
0xffff003b,-65477,5,3
0xffff003c,-65476,5,4
0xffff003d,-65475,5,5
0xffff003e,-65474,5,6
0xffff003f,-65473,5,7
0xffff0040,-65472,5,8
0xffff0041,-65471,5,9
0xffff0042,-65470,5,10
0xffff0043,-65469,6,0
0xffff0044,-65468,6,1
0xffff0045,-65467,6,2
0xffff0046,-65466,6,3
0xffff0047,-65465,6,4
0xffff0048,-65464,6,5
0xffff0049,-65463,6,6
0xffff004a,-65462,6,7
0xffff004b,-65461,6,8
0xffff004c,-65460,6,9
0xffff004d,-65459,6,10
0xffff004e,-65458,7,0
0xffff004f,-65457,7,1
0xffff0050,-65456,7,2
0xffff0051,-65455,7,3
0xffff0052,-65454,7,4
0xffff0053,-65453,7,5
0xffff0054,-65452,7,6
0xffff0055,-65451,7,7
0xffff0056,-65450,7,8
0xffff0057,-65449,7,9
0xffff0058,-65448,7,10
0xffff0059,-65447,8,0
0xffff005a,-65446,8,1
0xffff005b,-65445,8,2
0xffff005c,-65444,8,3
0xffff005d,-65443,8,4
0xffff005e,-65442,8,5
0xffff005f,-65441,8,6
0xffff0060,-65440,8,7
0xffff0061,-65439,8,8
0xffff0062,-65438,8,9
0xffff0063,-65437,8,10
0xffff0064,-65436,9,0
0xffff0065,-65435,9,1
0xffff0066,-65434,9,2
0xffff0067,-65433,9,3
0xffff0068,-65432,9,4
0xffff0069,-65431,9,5
0xffff006a,-65430,9,6
0xffff006b,-65429,9,7
0xffff006c,-65428,9,8
0xffff006d,-65427,9,9
0xffff006e,-65426,9,10
0xffff006f,-65425,10,0
0xffff0070,-65424,10,1
0xffff0071,-65423,10,2
0xffff0072,-65422,10,3
0xffff0073,-65421,10,4
0xffff0074,-65420,10,5
0xffff0075,-65419,10,6
0xffff0076,-65418,10,7
0xffff0077,-65417,10,8
0xffff0078,-65416,10,9
0xffff0079,-65415,10,10
0xffff007a,-65414,11,0
0xffff007b,-65413,11,1
0xffff007c,-65412,11,2
0xffff007d,-65411,11,3
0xffff007e,-65410,11,4
0xffff007f,-65409,11,5
0xffff0080,-65408,11,6
0xffff0081,-65407,11,7
0xffff0082,-65406,11,8
0xffff0083,-65405,11,9
0xffff0084,-65404,11,10
0xffff0085,-65403,12,0
0xffff0086,-65402,12,1
0xffff0087,-65401,12,2
0xffff0088,-65400,12,3
0xffff0089,-65399,12,4
0xffff008a,-65398,12,5
0xffff008b,-65397,12,6
0xffff008c,-65396,12,7
0xffff008d,-65395,12,8
0xffff008e,-65394,12,9
0xffff008f,-65393,12,10
0xffff0090,-65392,13,0
0xffff0091,-65391,13,1
0xffff0092,-65390,13,2
0xffff0093,-65389,13,3
0xffff0094,-65388,13,4
0xffff0095,-65387,13,5
0xffff0096,-65386,13,6
0xffff0097,-65385,13,7
0xffff0098,-65384,13,8
0xffff0099,-65383,13,9
0xffff009a,-65382,13,10
0xffff009b,-65381,14,0
0xffff009c,-65380,14,1
0xffff009d,-65379,14,2
0xffff009e,-65378,14,3
0xffff009f,-65377,14,4
0xffff00a0,-65376,14,5
0xffff00a1,-65375,14,6
0xffff00a2,-65374,14,7
0xffff00a3,-65373,14,8
0xffff00a4,-65372,14,9
0xffff00a5,-65371,14,10
0xffff00a6,-65370,15,0
0xffff00a7,-65369,15,1
0xffff00a8,-65368,15,2
0xffff00a9,-65367,15,3
0xffff00aa,-65366,15,4
0xffff00ab,-65365,15,5
0xffff00ac,-65364,15,6
0xffff00ad,-65363,15,7
0xffff00ae,-65362,15,8
0xffff00af,-65361,15,9
0xffff00b0,-65360,15,10
0xffff00b1,-65359,16,0
0xffff00b2,-65358,16,1
0xffff00b3,-65357,16,2
0xffff00b4,-65356,16,3
0xffff00b5,-65355,16,4
0xffff00b6,-65354,16,5
0xffff00b7,-65353,16,6
0xffff00b8,-65352,16,7
0xffff00b9,-65351,16,8
0xffff00ba,-65350,16,9
0xffff00bb,-65349,16,10
0xffff00bc,-65348,17,0
0xffff00bd,-65347,17,1
0xffff00be,-65346,17,2
0xffff00bf,-65345,17,3
0xffff00c0,-65344,17,4
0xffff00c1,-65343,17,5
0xffff00c2,-65342,17,6
0xffff00c3,-65341,17,7
0xffff00c4,-65340,17,8
0xffff00c5,-65339,17,9
0xffff00c6,-65338,17,10
0xffff00c7,-65337,18,0
0xffff00c8,-65336,18,1
0xffff00c9,-65335,18,2
0xffff00ca,-65334,18,3
0xffff00cb,-65333,18,4
0xffff00cc,-65332,18,5
0xffff00cd,-65331,18,6
0xffff00ce,-65330,18,7
0xffff00cf,-65329,18,8
0xffff00d0,-65328,18,9
0xffff00d1,-65327,18,10
0xffff00d2,-65326,19,0
0xffff00d3,-65325,19,1
0xffff00d4,-65324,19,2
0xffff00d5,-65323,19,3
0xffff00d6,-65322,19,4
0xffff00d7,-65321,19,5
0xffff00d8,-65320,19,6
0xffff00d9,-65319,19,7
0xffff00da,-65318,19,8
0xffff00db,-65317,19,9
0xffff00dc,-65316,19,10
0xffff00dd,-65315,20,0
0xffff00de,-65314,20,1
0xffff00df,-65313,20,2
0xffff00e0,-65312,20,3
0xffff00e1,-65311,20,4
0xffff00e2,-65310,20,5
0xffff00e3,-65309,20,6
0xffff00e4,-65308,20,7
0xffff00e5,-65307,20,8
0xffff00e6,-65306,20,9
0xffff00e7,-65305,20,10
0xffff00e8,-65304,21,0
0xffff00e9,-65303,21,1
0xffff00ea,-65302,21,2
0xffff00eb,-65301,21,3
0xffff00ec,-65300,21,4
0xffff00ed,-65299,21,5
0xffff00ee,-65298,21,6
0xffff00ef,-65297,21,7
0xffff00f0,-65296,21,8
0xffff00f1,-65295,21,9
0xffff00f2,-65294,21,10
0xffff00f3,-65293,22,0
0xffff00f4,-65292,22,1
0xffff00f5,-65291,22,2
0xffff00f6,-65290,22,3
0xffff00f7,-65289,22,4
0xffff00f8,-65288,22,5
0xffff00f9,-65287,22,6
0xffff00fa,-65286,22,7
0xffff00fb,-65285,22,8
0xffff00fc,-65284,22,9
0xffff00fd,-65283,22,10
0xffff00fe,-65282,23,0
0xffff00ff,-65281,23,1
0xffff0100,-65280,23,2
0xffff0101,-65279,23,3
0xffff0102,-65278,23,4
0xffff0103,-65277,23,5
0xffff0104,-65276,23,6
0xffff0105,-65275,23,7
0xffff0106,-65274,23,8
0xffff0107,-65273,23,9
0xffff0108,-65272,23,10
0xffff0109,-65271,24,0
0xffff010a,-65270,24,1
0xffff010b,-65269,24,2
0xffff010c,-65268,24,3
0xffff010d,-65267,24,4
0xffff010e,-65266,24,5
0xffff010f,-65265,24,6
0xffff0110,-65264,24,7
0xffff0111,-65263,24,8
0xffff0112,-65262,24,9
0xffff0113,-65261,24,10
0xffff0114,-65260,25,0
0xffff0115,-65259,25,1
0xffff0116,-65258,25,2
0xffff0117,-65257,25,3
0xffff0118,-65256,25,4
0xffff0119,-65255,25,5
0xffff011a,-65254,25,6
0xffff011b,-65253,25,7
0xffff011c,-65252,25,8
0xffff011d,-65251,25,9
0xffff011e,-65250,25,10
0xffff011f,-65249,26,0
0xffff0120,-65248,26,1
0xffff0121,-65247,26,2
0xffff0122,-65246,26,3
0xffff0123,-65245,26,4
0xffff0124,-65244,26,5
0xffff0125,-65243,26,6
0xffff0126,-65242,26,7
0xffff0127,-65241,26,8
0xffff0128,-65240,26,9
0xffff0129,-65239,26,10
0xffff012a,-65238,27,0
0xffff012b,-65237,27,1
0xffff012c,-65236,27,2
0xffff012d,-65235,27,3
0xffff012e,-65234,27,4
0xffff012f,-65233,27,5
0xffff0130,-65232,27,6
0xffff0131,-65231,27,7
0xffff0132,-65230,27,8
0xffff0133,-65229,27,9
0xffff0134,-65228,27,10
0xffff0135,-65227,28,0
0xffff0136,-65226,28,1
0xffff0137,-65225,28,2
0xffff0138,-65224,28,3
0xffff0139,-65223,28,4
0xffff013a,-65222,28,5
0xffff013b,-65221,28,6
0xffff013c,-65220,28,7
0xffff013d,-65219,28,8
0xffff013e,-65218,28,9
0xffff013f,-65217,28,10
0xffff0140,-65216,29,0
0xffff0141,-65215,29,1
0xffff0142,-65214,29,2
0xffff0143,-65213,29,3
0xffff0144,-65212,29,4
0xffff0145,-65211,29,5
0xffff0146,-65210,29,6
0xffff0147,-65209,29,7
0xffff0148,-65208,29,8
0xffff0149,-65207,29,9
0xffff014a,-65206,29,10
0xffff014b,-65205,30,0
0xffff014c,-65204,30,1
0xffff014d,-65203,30,2
0xffff014e,-65202,30,3
0xffff014f,-65201,30,4
0xffff0150,-65200,30,5
0xffff0151,-65199,30,6
0xffff0152,-65198,30,7
0xffff0153,-65197,30,8
0xffff0154,-65196,30,9
0xffff0155,-65195,30,10
0xffff0156,-65194,31,0
0xffff0157,-65193,31,1
0xffff0158,-65192,31,2
0xffff0159,-65191,31,3
0xffff015a,-65190,31,4
0xffff015b,-65189,31,5
0xffff015c,-65188,31,6
0xffff015d,-65187,31,7
0xffff015e,-65186,31,8
0xffff015f,-65185,31,9
0xffff0160,-65184,31,10
0xffff0161,-65183,32,0
0xffff0162,-65182,32,1
0xffff0163,-65181,32,2
0xffff0164,-65180,32,3
0xffff0165,-65179,32,4
0xffff0166,-65178,32,5
0xffff0167,-65177,32,6
0xffff0168,-65176,32,7
0xffff0169,-65175,32,8
0xffff016a,-65174,32,9
0xffff016b,-65173,32,10
0xffff016c,-65172,33,0
0xffff016d,-65171,33,1
0xffff016e,-65170,33,2
