0xffff0001,-65535,0,0
0xffff0002,-65534,0,1
0xffff0003,-65533,0,2
0xffff0004,-65532,0,3
0xffff0005,-65531,0,4
0xffff0006,-65530,0,5
0xffff0007,-65529,0,6
0xffff0008,-65528,0,7
0xffff0009,-65527,0,8
0xffff000a,-65526,0,9
0xffff000b,-65525,0,10
0xffff000c,-65524,1,0
0xffff000d,-65523,1,1
0xffff000e,-65522,1,2
0xffff000f,-65521,1,3
0xffff0010,-65520,1,4
0xffff0011,-65519,1,5
0xffff0012,-65518,1,6
0xffff0013,-65517,1,7
0xffff0014,-65516,1,8
0xffff0015,-65515,1,9
0xffff0016,-65514,1,10
0xffff0017,-65513,2,0
0xffff0018,-65512,2,1
0xffff0019,-65511,2,2
0xffff001a,-65510,2,3
0xffff001b,-65509,2,4
0xffff001c,-65508,2,5
0xffff001d,-65507,2,6
0xffff001e,-65506,2,7
0xffff001f,-65505,2,8
0xffff0020,-65504,2,9
0xffff0021,-65503,2,10
0xffff0022,-65502,3,0
0xffff0023,-65501,3,1
0xffff0024,-65500,3,2
0xffff0025,-65499,3,3
0xffff0026,-65498,3,4
0xffff0027,-65497,3,5
0xffff0028,-65496,3,6
0xffff0029,-65495,3,7
0xffff002a,-65494,3,8
0xffff002b,-65493,3,9
0xffff002c,-65492,3,10
0xffff002d,-65491,4,0
0xffff002e,-65490,4,1
0xffff002f,-65489,4,2
0xffff0030,-65488,4,3
0xffff0031,-65487,4,4
0xffff0032,-65486,4,5
0xffff0033,-65485,4,6
0xffff0034,-65484,4,7
0xffff0035,-65483,4,8
0xffff0036,-65482,4,9
0xffff0037,-65481,4,10
0xffff0038,-65480,5,0
0xffff0039,-65479,5,1
0xffff003a,-65478,5,2
0xffff003b,-65477,5,3
0xffff003c,-65476,5,4
0xffff003d,-65475,5,5
0xffff003e,-65474,5,6
0xffff003f,-65473,5,7
0xffff0040,-65472,5,8
0xffff0041,-65471,5,9
0xffff0042,-65470,5,10
0xffff0043,-65469,6,0
0xffff0044,-65468,6,1
0xffff0045,-65467,6,2
0xffff0046,-65466,6,3
0xffff0047,-65465,6,4
0xffff0048,-65464,6,5
0xffff0049,-65463,6,6
0xffff004a,-65462,6,7
0xffff004b,-65461,6,8
0xffff004c,-65460,6,9
0xffff004d,-65459,6,10
0xffff004e,-65458,7,0
0xffff004f,-65457,7,1
0xffff0050,-65456,7,2
0xffff0051,-65455,7,3
0xffff0052,-65454,7,4
0xffff0053,-65453,7,5
0xffff0054,-65452,7,6
0xffff0055,-65451,7,7
0xffff0056,-65450,7,8
0xffff0057,-65449,7,9
0xffff0058,-65448,7,10
0xffff0059,-65447,8,0
0xffff005a,-65446,8,1
0xffff005b,-65445,8,2
0xffff005c,-65444,8,3
0xffff005d,-65443,8,4
0xffff005e,-65442,8,5
0xffff005f,-65441,8,6
0xffff0060,-65440,8,7
0xffff0061,-65439,8,8
0xffff0062,-65438,8,9
0xffff0063,-65437,8,10
0xffff0064,-65436,9,0
0xffff0065,-65435,9,1
0xffff0066,-65434,9,2
